id,name,verdict,actual_type,services_proposed,services_inferred,serves_children,autism_relevance,site_address,site_phone,site_email,website,description,evidence_url,sources_checked,confidence,notes
10314,First Kid's PPEC - Hollywood,KEEP,PPEC,physical-therapy|occupational-therapy|speech-therapy|aba|transportation,aba,Y,UNCLEAR,"6515 Taft Street, Hollywood, FL 33024",,,https://fkppec.com/,"Prescribed Pediatric Extended Care center in Hollywood for medically complex children, providing skilled nursing, physical, occupational and speech therapy, behavior analysis, special education, respiratory therapy, meals and free transportation.",https://fkppec.com/services/,2,HIGH,"Physician-owned PPEC (medical day center), not an outpatient therapy clinic - belongs in the ppec_centers table rather than resources. Serves children with genetic syndromes, neurological disorders and technology dependence; autism not named explicitly. On-site licensed behavior analysts implies ABA."
10358,My Favorite Therapists - Royal Palm Beach,KEEP,ABA_PROVIDER,aba|speech-therapy|feeding-therapy|occupational-therapy|mobile-services,,Y,Y,"2050 Vista Parkway, Suite B, West Palm Beach, FL 33411",561-369-6372,,https://myfavoritetherapistswestpalmbeach.com/,"Multidisciplinary pediatric provider serving children ages 1-18 with autism and developmental delays: ABA, speech, feeding and occupational therapy delivered in-center, in-home, at school and in the community.",https://myfavoritetherapistswestpalmbeach.com/,1,HIGH,"Site explicitly states it serves children with autism spectrum disorder and developmental delays and names applied behavior analysis alongside speech, feeding and OT, with school/home/community delivery."
10401,Early Steps - Jacksonville,KEEP,GOVERNMENT_AGENCY,mobile-services|parent-coaching|speech-therapy|occupational-therapy|physical-therapy,parent-coaching|speech-therapy|occupational-therapy|physical-therapy,Y,Y,"653-1 West 8th Street, L16, Jacksonville, FL 32209",(904) 244-3056,,https://floridaearlysteps.com/,Florida's IDEA Part C early intervention program for children birth to 36 months with developmental delays or disabilities. The Jacksonville (Northeast Florida) program is run by UF College of Medicine pediatrics;,https://pediatrics.med.jax.ufl.edu/patient-care/early-steps-program/,3,HIGH,"Not a private clinic - it is the state early intervention program (Florida DOH Children's Medical Services), locally administered by the UF College of Medicine Jacksonville Department of Pediatrics. Highly autism/DD relevant and a primary referral pathway for families, but it is a public program, so review whether it should be listed as a provider record or as a resource/guide entry. Statewide line 1-800-218-0001. Note the CSV address (910 N Jefferson St) does not match the address published by the local program."
7670,Sunshine Kidz Pediatric Care - Hollywood,NEEDS_REVIEW,PPEC,,,Y,UNCLEAR,,,,,,https://floridadaycares.in/day-care/sunshine-kidz-pediatric-care/,3,MEDIUM,"Prescribed Pediatric Extended Care (PPEC) medical daycare — site title is 'Florida's Premier Pediatric Medical Daycare' and the NPI record classifies it as a skilled nursing organization. Own site (sunshinekidzppec.com) could not be loaded (robots.txt fetch failure), so services, ages and autism/DD relevance are unverified from the primary source. A third-party listing states speech, physical and occupational therapy on site but shows a Hallandale Beach address, so it may be a different location. If retained, this is a PPEC record and belongs in ppec_centers/daycares rather than the provider directory."
8504,Sunshine Kidz Pediatric Care - Ft Lauderdale,NEEDS_REVIEW,PPEC,,,Y,UNCLEAR,,,,,,,3,LOW,"Prescribed Pediatric Extended Care (PPEC) medical daycare for medically complex children; own domain is sunshinekidzppec.com and indexed page titles read 'Florida's Premier Pediatric Medical Daycare'. Could not load any page: sunshinekidzppec.com, mirror skppec.com and the WE CARE Broward listing all failed robots.txt retrieval, so services and autism/DD relevance are unverified. If confirmed, this belongs in ppec_centers, not the provider table."
9324,"Holistic Family Occupational Therapy, LLC - Palm Springs",NEEDS_REVIEW,THERAPY_PROVIDER,,,Y,UNCLEAR,,(561) 386-4756,,http://www.holisticfamilyot.com/,,http://www.holisticfamilyot.com/about,3,MEDIUM,"Real solo OT practice (licensed OT) serving infants through adults, built around alternative modalities: MNRI primary reflex integration, Emotion Code energy work, stress-release bodywork, NICU/infant developmental care. Homepage references developmental delays and behavioral challenges, but autism is never named and no page states a pediatric autism/DD program. Site gives no street address (Lake Worth, serving Palm Beach County) and no email. Human call needed on whether an energy-modality OT practice belongs in the directory."
9973,Prevention Physical Therapy - 3340 Overlook Rd,NEEDS_REVIEW,THERAPY_PROVIDER,,,Y,UNCLEAR,,,,http://www.preventionpt.com/,,http://www.preventionpt.com/,3,LOW,"Small outpatient and home-health physical therapy practice owned by Preston Olson, DPT, focused on personal injury and industrial/ergonomic rehabilitation. Homepage does mention pediatric PT and early intervention for motor skills, but no autism or developmental-disability content; subpages blocked by a broken TLS certificate and web search found no corroboration, so scope could not be established."
10022,FYZICAL Therapy & Balance Centers - Melbourne,NEEDS_REVIEW,THERAPY_PROVIDER,,,UNCLEAR,UNCLEAR,,,,,,,3,LOW,"FYZICAL is an adult balance/vestibular and orthopedic PT franchise; its Melbourne page returns HTTP 405 on repeated fetches (bot-blocked, not dead) so no page for THIS location could be loaded. Sibling Florida FYZICAL locations that did load (Indialantic, Stuart) are adult balance/fall-prevention only with no pediatric or autism content, so this is almost certainly a deletion, but it is unverified for this site."
10155,The Therapy Place - Orlando,NEEDS_REVIEW,THERAPY_PROVIDER,,,UNCLEAR,UNCLEAR,,,,,,https://www.bbb.org/us/fl/orlando/profile/occupational-therapy/the-therapy-place-0733-205119555,3,LOW,"Own site thetherapyplace.com returns HTTP 404 on the root URL (retried) - effectively dead/unreachable, so services and population cannot be verified. BBB shows it as Lifespan Therapy Services, Inc., an occupational therapy business at 9468 E Colonial Dr, Orlando, operating since 2001, president Mindy Dunlevy; the 'Lifespan' name suggests possible all-ages scope. A kids-therapy directory lists it as a child/teen OT provider with email admin@thetherapyplace.com. Not enough to confirm pediatric autism/DD service - needs human check."
10313,FYZICAL Therapy & Balance Centers - Tallahassee,NEEDS_REVIEW,THERAPY_PROVIDER,,,UNCLEAR,UNCLEAR,,,,,,,3,LOW,"FYZICAL is an adult balance/vestibular and orthopedic PT franchise; its Tallahassee page returns HTTP 405 on repeated fetches (bot-blocked, not dead). Search listings show its Tallahassee service pages are vestibular rehabilitation and balance therapy. No page for this location could be loaded, so classification is unverified."
