provider_name,website,phone,address1,city,county
Move Well Chiropractic & Rehab,https://movewellchirofl.com/,(407) 951-7591,"950 S Winter Park Dr Suite 245, Casselberry, FL 32707, USA",Casselberry,null
Myrland Stables,http://myrlandstables.com/,(954) 646-1616,"5550 SW 73rd Ave, Davie, FL 33314, USA",Davie,null
Nala's Ranch: Dog Boarding & Training,http://nalasranch.my.canva.site/,(727) 638-8206,"15220 Loma Ave, Spring Hill, FL 34610, USA",Spring Hill,null
Nathans Family Farm & Rescue(Tours by appointment only),http://nathanfamily.farm/,(772) 208-0101,"6907 SW Moore St, Palm City, FL 34990, USA",Palm City,null
Natural Approach Wellness Center,http://www.mynaturalapproach.com/,(321) 725-2438,"2002 Pennwood Dr, Melbourne, FL 32901, USA",Melbourne,null
Natural Holistic Health Care,https://naturalholistic.com/,(305) 652-5372,"751 NE 168th St, North Miami Beach, FL 33162, USA",North Miami Beach,null
Natural Medicine Center of Lakeland,https://naturallakeland.com/,(863) 899-9977,"315 Doris Dr, Lakeland, FL 33813, USA",Lakeland,null
"Nature Speaks, Inc.",http://www.nature-speaks.com/,(561) 632-2394,"11065 164th Ct N, Jupiter, FL 33478, USA",Jupiter,null
No Bones About It,http://www.nobonesaboutit.biz/,(727) 898-1054,"1128 24th Ave N, St. Petersburg, FL 33704, USA",St. Petersburg,null
Norka Dog Guru,http://norkadogguru.com/,null,"5527 Bob Smith Ave, Plant City, FL 33565, USA",Plant City,null
Northampton Animal Clinic,http://www.northamptonanimalclinic.com/,(850) 668-8031,"2910 Kerry Forest Pkwy, Tallahassee, FL 32309, USA",Tallahassee,null
Novaâ€™s Royal Pets Corp.Frenchies & Maine Coons,http://www.novas.biz/,(904) 616-2706,"1045 Oakvale Rd, Jacksonville, FL 32259, USA",Jacksonville,null
NuCat Feline Hyperthyroid Clinic,https://www.mynucat.com/,(813) 729-7777,"106 Mason St, Brandon, FL 33511, USA",Brandon,null
NuLife Institute,https://nulifeinstitute.com/location/nulife-institute-locations-miami/?utm_source=google&utm_medium=organic&utm_campaign=gmb,(305) 400-0005,"1040 Biscayne Blvd 8th floor, Miami, FL 33132, USA",Miami,null
Oak Aged Farm,http://www.oakagedfarm.com/,(321) 399-2599,"2365 Absher Rd, St Cloud, FL 34771, USA",St Cloud,null
Oakhurst Obedience Classes,null,(727) 595-4038,"13690 Park Blvd, Seminole, FL 33776, USA",Seminole,null
Oakpark Health & Rehabilitation Center,https://oakparkrehabilitation.com/,(727) 787-4777,"2851 Tampa Rd, Palm Harbor, FL 34684, USA",Palm Harbor,null
Oaks Family Counseling,http://www.oaksfamilycounseling.com/,(352) 278-9040,"7520 W University Ave Ste. A, Gainesville, FL 32607, USA",Gainesville,null
Obedience Club of Daytona,http://dogobediencedaytonabeach.com/,null,"1276 8th St, Daytona Beach, FL 32117, USA",Daytona Beach,null
Obedience Training Club,http://otcpbc.org/,(561) 841-4040,"1250 Gateway Rd, West Palm Beach, FL 33403, USA",West Palm Beach,null
Ocean Psychology Group,https://www.oceanpsychologygroup.com/,(305) 200-3921,"3735 SW 8th St #201, Coral Gables, FL 33134, USA",Coral Gables,null
Ojhus - The Healing Forest,http://ojhus.com/,(630) 225-1005,"3355 Sneed Rd, Fort Pierce, FL 34945, USA",Fort Pierce,null
Olympic Behavioral Health,https://olympicbehavioralhealth.com/,(561) 559-6559,"3618 Lantana Rd Suite 200, Lantana, FL 33462, USA",Lantana,null
Open Doors Counseling Center,http://www.opendoorscc.com/,(407) 900-3218,"530 Dog Track Rd, Longwood, FL 32750, USA",Longwood,null
Operation: SNIP Spay Neuter Clinic and Operation: SNIP Wellness Center,http://operationsnip.com/,(727) 595-1983,"Operation: SNIP Spay Neuter Clinic 13489, Operation: SNIP Wellness Clinic, 13521 Walsingham Rd, Largo, FL 33774, USA",Largo,null
Orange Clover Farms,http://www.ocstables.us/,(239) 694-6935,"12654 Orange River Blvd, Fort Myers, FL 33905, USA",Fort Myers,null
Orlando Health - Health Central Park Nursing and Rehabilitation Center,https://www.orlandohealth.com/facilities/health-central-park,(407) 296-1600,"411 N Dillard St, Winter Garden, FL 34787, USA",Winter Garden,null
Orlando Pet Crematory,http://www.orlandopetcrematory.com/,(407) 381-7474,"7284 Narcoossee Rd, Orlando, FL 32822, USA",Orlando,null
Orlando Thrive Therapy,https://www.orlandothrivetherapy.com/,(407) 592-8997,"216 Pasadena Pl, Orlando, FL 32803, USA",Orlando,null
OrthoPaws - Animal Orthotics & Mobility Solutions,https://orthopaws.vet/,(727) 620-6001,"34896 US Hwy 19 N, Palm Harbor, FL 34684, USA",Palm Harbor,null
"Outback Animal Clinic: Proutsos Regina DVM, Bouton Rachel DVM",https://outbackanimalclinic.com/,(863) 984-4123,"224 Commonwealth Ave N, Polk City, FL 33868, USA",Polk City,null
Oxygen4Pets.com,https://oxygen4pets.com/,(813) 770-7958,"4520 W Village Dr c, Tampa, FL 33624, USA",Tampa,null
"P.A.W. Service Dogs, Inc.",http://www.pawservicedogs.com/,(904) 947-6323,"425 Town Plaza Ave, Ponte Vedra Beach, FL 32081, USA",Ponte Vedra Beach,null
P.U.P.S. Dog Training,http://pupsgainesville.com/,null,"5000 NW 34th Blvd, Gainesville, FL 32605, USA",Gainesville,null
Palm Beach Dog Academy,https://palmbeachdogacademy.com/,(561) 286-2777,"15440 76th Rd N, Loxahatchee, FL 33470, USA",Loxahatchee,null
Palm City Equestrians,https://www.palmcityequestrians.com/,(772) 219-9129,"2944 SW Boatramp Ave, Palm City, FL 34990, USA",Palm City,null
Palm City Nursing and Rehab Center,https://www.palmcityrehab.com/,(772) 288-0060,"2505 SW Martin Hwy, Palm City, FL 34990, USA",Palm City,null
Palm Sport and Wellness & Palm Halo Cave (Salt therapy) Palm Skin Care and Facials,http://phw.massagetherapy.com/,(772) 801-5584,"208 Avenue E, Fort Pierce, FL 34950, USA",Fort Pierce,null
Palmetto Animal Clinic,http://palmettoanimalclinic.net/,(305) 824-9990,"1919 W 68th St, Hialeah, FL 33014, USA",Hialeah,null
Palmetto Subacute Care Center,http://palmettosubacute.com/,(305) 261-2525,"7600 SW 8th St, Miami, FL 33144, USA",Miami,null
Palomino Ranch & Tours LLC,http://www.palominoranchtours.com/,(786) 405-4030,"4020 Virginia Beach Dr, Miami, FL 33149, USA",Miami,null
Panda Animal Clinic,http://www.pandaanimalclinic.com/,(305) 887-1018,"329 E 9th St #101, Hialeah, FL 33010, USA",Hialeah,null
Panhandle Equine Massage,https://www.facebook.com/PanhandleEquineMassage/,(850) 832-9588,"1349 Linda Ann Dr, Tallahassee, FL 32301, USA",Tallahassee,null
Panhandle Pet Supply,https://m.facebook.com/PanhandlePetSupply/,(850) 656-7181,"400 Capital Cir SE # 9, Tallahassee, FL 32301, USA",Tallahassee,null
Paradise Golden Retrievers,http://paradisegoldenretrievers.com/,null,"Berry Farm Rd, Lithia, FL 33547, USA",Lithia,null
PARADISE PET NANNY,null,(239) 413-5119,"2655 N Airport Rd #61913, Fort Myers, FL 33907, USA",Fort Myers,null
Park Feed Store & Pet Supply,https://www.facebook.com/parkfeedstore,(727) 546-7503,"5775 Park Blvd, Pinellas Park, FL 33781, USA",Pinellas Park,null
Parkland Equestrian Center,https://www.cityofparkland.org/facilities/facility/details/Equestrian-Center-at-Temple-Park-3,(954) 753-5040,"8350 Ranch Rd, Parkland, FL 33067, USA",Parkland,null
Parting Paws - Pet Euthanasia in the privacy and comfort of your home,http://www.partingpaws.com/,(727) 483-5355,"9070 130th Ave N, Largo, FL 33773, USA",Largo,null
Patti Johnson Farm,https://www.pinellas-park.com/1810/Patti-Johnson-Farm,(727) 589-8030,"6199 94th Ave, Pinellas Park, FL 33782, USA",Pinellas Park,null
Paws and Tails Reiki & Therapeutic Massage,http://www.pawsandtailsreiki.com/,(727) 440-4325,"1501 Lakeview Rd Suite A, Clearwater, FL 33756, USA",Clearwater,null
Paws N Effect Dog Training,https://www.shoshannasdogcare.com/,(917) 224-1089,"21080 Bella Vista Cir, Boca Raton, FL 33428, USA",Boca Raton,null
Paws On The Ground Dog Training,https://potgdogtraining.com/,(656) 219-4263,"5348 Cotee River Dr, New Port Richey, FL 34652, USA",New Port Richey,null
Pawsitive Dog Training,http://www.pawsitivedogtrainingfl.com/,(561) 703-3542,"4100 Palm Forest Dr S, Delray Beach, FL 33445, USA",Delray Beach,null
Pawsitive Healing Mobility Center,http://www.pawsitivehealingvet.com/,null,"1617 Thacker Ave, Jacksonville, FL 32207, USA",Jacksonville,null
Pawsitive Practice Training & Behavior Consulting,http://www.pawsitivepractice.com/,(448) 288-7698,"2130 La Rochelle Dr, Tallahassee, FL 32308, USA",Tallahassee,null
Pawsome Pet Care Nurses / Poulin Ventures LLC,https://pawsomepetcare.biz/,(352) 423-2220,"10990 S Suncoast Blvd, Homosassa, FL 34446, USA",Homosassa,null
Pawz-itive Dog Training,http://www.letsgetyoutrainedup.com/,(352) 474-3888,"230 S Andrews Ave #11, Pompano Beach, FL 33069, USA",Pompano Beach,null
Peacefield Farm Sanctuary,https://www.peacefield.farm/,(352) 448-1355,"2220 SW 146th St, Newberry, FL 32669, USA",Newberry,null
Peaceful Ridge Rescue,https://www.peacefulridgerescue.org/,(954) 240-6080,"2995 Peaceful Ridge Rd, Davie, FL 33330, USA",Davie,null
Pediatric Advancement - Behavior Therapy | Speech & Language | Occupational Therapy | Special Education,https://www.pediatricadvancement.com/,(800) 484-6803,"4900 S University Dr #207d, Davie, FL 33328, USA",Davie,null
Peninsula Health Center,http://peninsulahbrv.com/,(727) 934-0876,"900 Beckett Way, Tarpon Springs, FL 34689, USA",Tarpon Springs,null
People's Freedom Farm,https://www.instagram.com/real.orl,null,"4400 N Powers Dr, Orlando, FL 32818, USA",Orlando,null
Pet Angel Memorial Center,https://www.petangelmemorialcenter.com/,(904) 383-7387,"5570 Florida Mining Blvd S STE 510, Jacksonville, FL 32257, USA",Jacksonville,null
Pet Angel Memorial Center,http://www.petangelmemorialcenter.com/,(239) 936-1732,"1939 Park Meadows Dr, Fort Myers, FL 33907, USA",Fort Myers,null
Pet Cancer Group,http://petcancergroup.com/,(844) 738-2436,"8356 SW 40th St, Miami, FL 33155, USA",Miami,null
Pet Ortho & Rehab,null,(352) 597-0044,"7044 Commercial Way O, Spring Hill, FL 34613, USA",Spring Hill,null
Pet Pain Management Center,http://www.petpain.org/,(407) 913-9876,"7313 Lake Underhill Rd, Orlando, FL 32822, USA",Orlando,null
"Pet Passages - Melbourne, FL | Dignified Pet Cremation",http://melbourne.fl.petpassages.com/,(321) 254-3333,"2825 Business Ctr Blvd suite c-3, Melbourne, FL 32940, USA",Melbourne,null
Pet Rehab and Fitness,null,(386) 761-2123,"3506 S Nova Rd #2, Port Orange, FL 32176, USA",Port Orange,null
PET SKUNK ADVOCATES & RESCUE INC.,http://katspsar.com/,(727) 482-3724,"6243 15th Ave S, Gulfport, FL 33707, USA",Gulfport,null
Pet Supermarket,https://www.petsupermarket.com/storelocator/?storeId=350,(954) 602-9488,"5824 Hollywood Blvd, Hollywood, FL 33021, USA",Hollywood,null
Pet Supermarket,https://www.petsupermarket.com/storelocator/?storeId=129,(407) 438-6760,"12640 S Orange Blossom Trl STE #118, Orlando, FL 32837, USA",Orlando,null
Pet Urgent Response and Emergency,https://www.pureveter.com/,(904) 922-7873,"8117 Point Meadows Dr #107, Jacksonville, FL 32256, USA",Jacksonville,null
Pet Wellness Center LLC,http://www.petwellnesscenter.pet/,(239) 454-7387,"13571 McGregor Blvd #24, Fort Myers, FL 33919, USA",Fort Myers,null
Petco Dog Training,https://stores.petco.com/fl/altamontesprings/dog-training-altamontesprings-fl-2504.html,(407) 551-2217,"375 E Altamonte Dr Suite 1100, Altamonte Springs, FL 32701, USA",Altamonte Springs,null
Petco Dog Training,https://stores.petco.com/fl/tallahassee/dog-training-tallahassee-fl-1745.html,(850) 656-0395,"1624 Governors Square Blvd, Tallahassee, FL 32301, USA",Tallahassee,null
Petland Fort Myers,https://www.petlandfortmyers.com/?utm_source=GMBlisting&utm_medium=organic,(239) 232-3770,"7091-13 College Pkwy, Fort Myers, FL 33907, USA",Fort Myers,null
Petland Jacksonville,https://jaxpetland.com/?utm_source=GMBlisting&utm_medium=organic,(904) 320-2359,"13740 Beach Blvd #415, Jacksonville, FL 32224, USA",Jacksonville,null
"PETS Pet Enrichment and Training Solutions, LLC",http://www.petsenrichment.com/,(813) 451-2722,"7222 Creekwood Ct, Tampa, FL 33615, USA",Tampa,null
PetSmart,https://www.petsmart.com/stores/us/fl/miami-store1412.html?utm_source=google&utm_medium=organic&utm_campaign=google-my-business,(305) 573-8026,"3101 N Miami Ave Suite 110, Miami, FL 33127, USA",Miami,null
PetSmart,https://www.petsmart.com/stores/us/fl/fort-myers-store0332.html?utm_source=google&utm_medium=organic&utm_campaign=google-my-business,(239) 277-9890,"5013 S Cleveland Ave, Fort Myers, FL 33907, USA",Fort Myers,null
PetSmart Dog Training,https://stores.petsmart.com/fl/altamonte-springs/altamonte-springs/dog-training?utm_source=google&utm_medium=organic&utm_campaign=google-my-business,(407) 682-7220,"380 S State Rd 434, Altamonte Springs, FL 32714, USA",Altamonte Springs,null
PetSmart Dog Training,https://stores.petsmart.com/fl/brandon/brandon-causeway/dog-training?utm_source=google&utm_medium=organic&utm_campaign=google-my-business,(813) 689-3378,"11331 Causeway Blvd, Brandon, FL 33511, USA",Brandon,null
PetSmart Dog Training,https://stores.petsmart.com/fl/tallahassee/tallahassee/dog-training?utm_source=google&utm_medium=organic&utm_campaign=google-my-business,(850) 297-1500,"3220 Capital Cir NE, Tallahassee, FL 32308, USA",Tallahassee,null
PHARM-AID Pharmacy,https://pharm-aidrx.com/,(954) 544-4994,"12117 Pembroke Rd, Pembroke Pines, FL 33025, USA",Pembroke Pines,null
Physical Therapy Services,http://www.physicaltherapyforyou.com/,(305) 221-1685,"8390 W Flagler St, Miami, FL 33144, USA",Miami,null
Pine Hollow,https://www.pinehollowfarms.com/,(954) 757-1119,"6670 NW 82nd Terrace, Parkland, FL 33067, USA",Parkland,null
Pinellas Animal Foundation,http://pinellasanimalfoundation.org/,(727) 397-7387,"10825 Seminole Blvd # A3, Seminole, FL 33778, USA",Seminole,null
Pines Recovery Life,https://pinesrecoverylife.com/,(954) 994-1431,"1151 Poinciana Dr, Pembroke Pines, FL 33025, USA",Pembroke Pines,null
Pink Flamingo Stables,http://www.pinkflamingostables.com/,(516) 650-6555,"BY APPOINTMENT ONLY, 6723 Park Ln E, Lake Worth Beach, FL 33449, USA",Lake Worth Beach,null
Pitts Carl H DVM,http://www.northeastanimal.com/,(850) 893-5636,"1407 Timberlane Rd, Tallahassee, FL 32312, USA",Tallahassee,null
Plantation Equestrian Center,https://www.plantation.org/government/departments/parks-recreation/equestrian-center,(954) 476-4316,"1451 NW 118th Ave, Plantation, FL 33323, USA",Plantation,null
Plantation Nursing & Rehab Center,http://www.plantationrehab.com/,(954) 587-3296,"4250 NW 5th St, Plantation, FL 33317, USA",Plantation,null
Polly Tails Home Euthanasia,https://www.pollytails.com/,(904) 909-6935,"731 Duval Station Rd Suite 107-170, Jacksonville, FL 32218, USA",Jacksonville,null
Posh Paws Parlor,https://www.poshpawsparlor.com/,(754) 314-9100,"2332 Hollywood Blvd, Hollywood, FL 33020, USA",Hollywood,null
Positive Steps ABA,http://positivestepsaba.com/,(321) 477-3905,"1912 Dairy Rd, West Melbourne, FL 32904, USA",West Melbourne,null
Precision Canine Performance,http://pcpk9.com/,(727) 389-0036,"9651 Osceola Dr, New Port Richey, FL 34654, USA",New Port Richey,null
Premier Physical Therapy & Sports Performance,http://www.ptandsportstherapy.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=7b3bb8c2-f730-47ca-808b-e57653ab5dc7,(727) 442-7500,"1661 Rainbow Dr, Clearwater, FL 33755, USA",Clearwater,null
Premier Therapy Services,null,(850) 210-1172,"1809 Miccosukee Commons Dr STE 112, Tallahassee, FL 32308, USA",Tallahassee,null
Prime Time Critters,http://southfloridazoo.com/,(561) 425-0741,"9737 Campi Dr, Wellington, FL 33467, USA",Wellington,null
Progress 4 Paws,https://progress4paw.com/,(716) 949-5425,"219 Orangewood Ln, Largo, FL 33770, USA",Largo,null
Project Stable Foundation,null,null,"5790 SW 130th Ave, Southwest Ranches, FL 33330, USA",Southwest Ranches,null
Promise Land Painted Ranch,null,(727) 815-9395,"15829 Shady Hills Rd, Spring Hill, FL 34610, USA",Spring Hill,null
Proven Equine LLC,http://www.provenequine.com/,(352) 630-3373,"11850 NE 116th St, Archer, FL 32618, USA",Archer,null
Puppy City,http://puppycity.co/,(786) 603-9324,"6344 Bird Rd, Miami, FL 33155, USA",Miami,null
Puppy Place USA,https://puppyplaceusashop.com/,(305) 403-0215,"10517 SW 40th St, Miami, FL 33165, USA",Miami,null
Purrology Cat Cafe,https://www.purrologycafe.com/,null,"5343 Florida Ave S, Lakeland, FL 33813, USA",Lakeland,null
Qualified Pet Services,http://qualifiedpetservices.com/,(239) 989-9240,"College Pkwy, Fort Myers, FL 33919, USA",Fort Myers,null
Raber Training Pavilion at Peggy Adams Animal Rescue League,https://www.peggyadams.org/events?field_event_start_date_value%5Bmin%5D=&field_event_start_date_value%5Bmax%5D=&field_tags_target_id=616&combine=,(561) 472-8815,"3200 N Military Trl #3100, West Palm Beach, FL 33409, USA",West Palm Beach,null
Radiantly Healthy Drip Lounge,https://www.radiantlyhealthydriplounge.com/,(321) 243-1859,"150 5th Ave suite b, Indialantic, FL 32903, USA",Indialantic,null
"RamboTeam, LLc",http://ramboteam.com/,(561) 324-2039,"12240 60th St N, West Palm Beach, FL 33411, USA",West Palm Beach,null
"Ramon de Armas, DVM, GPCert(Exotic Animal Practice)",http://www.avianexotics.vet/,(786) 361-9344,"3858 SW 137th Ave, Miami, FL 33175, USA",Miami,null
Raven Ridge Farm,http://www.ravenridgefarm.com/,(612) 306-6671,"13101 Collecting Canal Rd, Loxahatchee, FL 33470, USA",Loxahatchee,null
"Razorback Equestrian Center, LLC",http://www.razorbackeq.com/,(352) 345-4477,"19920 Bowman Rd, Spring Hill, FL 34610, USA",Spring Hill,null
Redemptive Love Farm,https://redemptivelovefarm.com/,(850) 894-1800,"9036 Magenta Ln, Miccosukee, FL 32309, USA",Miccosukee,null
Redemptive Love Rescue,https://redemptivelovefarm.com/,(850) 894-1800,"9042 Magenta Ln, Tallahassee, FL 32309, USA",Tallahassee,null
Relentless Equestrian Stables,https://relentless-stables.org/,null,"4150 Lake Washington Rd, Melbourne, FL 32934, USA",Melbourne,null
Relief Holistic Therapy,https://reliefholistictherapy.com/,(954) 860-6720,"Operating at Spa & Wellness Center, Los Maderos Plaza, 4987 N University Dr Suite 21, Lauderhill, FL 33351, USA",Lauderhill,null
Remedy Therapy Behavioral Health,https://www.remedytherapybehavioralhealth.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Remedy-Therapy-Behavioral-Health&utm_content=website,(888) 894-4814,"6300 SE Federal Hwy, Stuart, FL 34997, USA",Stuart,null
Resistance Ranch,http://facebook.com/resistanceranch,(954) 557-3861,"7350 SW 39th St, Davie, FL 33314, USA",Davie,null
Restore Hyper Wellness,http://www.restore.com/locations/fl-west-palm-beach-fl008?utm_source=gmb&utm_medium=Yext&y_source=1_NjAxNDQ2NDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(561) 858-8855,"2795 S Dixie Hwy, West Palm Beach, FL 33405, USA",West Palm Beach,null
"Restoring Hope Counseling, LLC.",http://www.restoringhopetherapist.com/,(239) 351-5532,"1322 SE 46th Ln UNIT 201, Cape Coral, FL 33904, USA",Cape Coral,null
Retirement Home for Horses Inc Alachua Fla,https://millcreekfarm.org/,(386) 462-1001,"20307 Co Rd 235A, Alachua, FL 32615, USA",Alachua,null
Revibe Therapy Orlando,https://revibetherapy.com/,(407) 801-2191,"6900 Tavistock Lakes Blvd Suite 400, Orlando, FL 32827, USA",Orlando,null
Reviving Waters Massage,null,(386) 453-0635,"600 S Yonge St ste 12 a, Ormond Beach, FL 32174, USA",Ormond Beach,null
Revolution Dog Training,http://www.bestdogtrainingtampa.com/,(813) 777-0681,"7123 Silvermill Dr, Tampa, FL 33635, USA",Tampa,null
Rewired Ketamine,https://rewiredketamine.com/?utm_source=google,(305) 676-6070,"2820 NE 214th St #1002, Aventura, FL 33180, USA",Aventura,null
Ride For Success,http://rideforsuccess.com/,(239) 404-6388,"12621 Rod and Gun Club Rd, Fort Myers, FL 33913, USA",Fort Myers,null
"Riverbend Equestrian Center - Horse Boarding Jupiter, FL",http://www.riverbendec.com/,(631) 834-4818,"16672 115th Ave N, Jupiter, FL 33478, USA",Jupiter,null
"RKG Psychotherapy, LLC",http://rkgtherapy.com/,(954) 400-1611,"2900 N University Dr #68, Coral Springs, FL 33065, USA",Coral Springs,null
Robertson Ranch,null,(321) 987-7386,"2600 Washingtonia Dr, Melbourne, FL 32934, USA",Melbourne,null
Rocco's Pack Pet Services,http://roccospack.com/,(786) 309-5109,"1955 NE 164th St, North Miami Beach, FL 33162, USA",North Miami Beach,null
"Rocky Creek Farms Equine Services, LLC",http://rockycreek.farm/,(352) 278-1222,"3417 NW 177th Ave, Gainesville, FL 32609, USA",Gainesville,null
Rolfmesi Structural Integration,http://rolfmesi.com/,(954) 203-4069,"800 W Las Olas Blvd, Fort Lauderdale, FL 33312, USA",Fort Lauderdale,null
Rood & Riddle Equine Hospital in Wellington,https://roodandriddle.com/,(561) 383-5437,"5320 S Shore Blvd, Wellington, FL 33449, USA",Wellington,null
Rose Lesniak Dog Trainer,http://roselesniakdogtrainer.com/,(305) 868-8109,"645 NE 62nd St, Miami, FL 33138, USA",Miami,null
Royal Flush Equestrian Center,https://royalflushequestriancenter.com/,(401) 864-6161,"6440 Staley Farms Rd, Fort Myers, FL 33905, USA",Fort Myers,null
Royal Palm Beach Health and Rehabilitation Center,https://royalpalmbeachhrc.com/,(561) 798-3700,"600 Business Park Way, Royal Palm Beach, FL 33411, USA",Royal Palm Beach,null
Ruff Times Dog Training,http://rufftimesdogtraining.com/,(787) 420-2613,"15765 NW 16th Ct, Pembroke Pines, FL 33028, USA",Pembroke Pines,null
Ruffgers Dog University - Stuart Dog Training & Boarding,https://ruffgers.com/stuart/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb&utm_id=ffseo,(772) 286-8283,"1310 SW Commerce Way, Stuart, FL 34997, USA",Stuart,null
Ruxton's Ranch Rides,https://www.ruxtonsranch.com/,(727) 557-7797,"6396 86th Ave, Pinellas Park, FL 33782, USA",Pinellas Park,null
Sage Wellness - 8th Ave,http://gainesvillesage.com/,(352) 474-8882,"4881 NW 8th Ave STE 1, Gainesville, FL 32605, USA",Gainesville,null
Sage Wellness - Haile Village,http://www.gainesvillesage.com/,(352) 474-8882,"4850 SW 91st Terrace P-102, Gainesville, FL 32608, USA",Gainesville,null
Saling's Obedience School,https://salingsobedience.com/,(813) 689-0132,"404 E Jersey Ave, Brandon, FL 33510, USA",Brandon,null
Salterra at Pinellas Park,http://www.leisurecare.com/our-communities/salterra-at-pinellas-park/,(727) 546-4053,"8980 49th St N, Pinellas Park, FL 33782, USA",Pinellas Park,null
Samson Strength & Performance Physical Therapy,https://www.samsonphysicaltherapy.com/,(904) 774-2744,"408 Beach Blvd #104, Jacksonville Beach, FL 32250, USA",Jacksonville Beach,null
San Felasco Equestrian Trailhead and Biking Trails,null,null,"13201 Progress Blvd, Alachua, FL 32615, USA",Alachua,null
Sanctuary Farm,null,(561) 371-0936,"14290 Broken Wing Ln, West Palm Beach, FL 33418, USA",West Palm Beach,null
Sanctuary Healthcare - Ketamine Therapy in Boca Raton,https://www.sanctuaryhealthcare.org/,(561) 464-5382,"7000 W Palmetto Park Rd Suite 406, Boca Raton, FL 33433, USA",Boca Raton,null
Sand Spur Farm,http://sandspurfarm.org/,(727) 810-0274,"9140 Osceola Dr, New Port Richey, FL 34654, USA",New Port Richey,null
Sandcastle Homecare,http://www.sandcastlehomecare.com/,(321) 326-7200,"1301 W Eau Gallie Blvd Suite 106, Melbourne, FL 32935, USA",Melbourne,null
Santa Cruz Animal Clinic,https://santacruzanimalclinic.com/,(813) 685-7751,"431 W Robertson St, Brandon, FL 33511, USA",Brandon,null
SBT Horsemanship,null,(727) 417-2263,"6373 62nd Ave N, Pinellas Park, FL 33781, USA",Pinellas Park,null
Scott Eric MD,https://www.hcafloridahealthcare.com/physicians/profile/Dr-Eric-W-Scott-MD,(352) 332-0030,"6440 W Newberry Rd #401, Gainesville, FL 32605, USA",Gainesville,null
Scott Lake Health and Rehabilitation,http://www.scottlakerehab.com/,(863) 500-4015,"800 Co Rd 540A, Lakeland, FL 33813, USA",Lakeland,null
Scotty Foundation,http://thescottyfoundation.net/,(407) 325-8982,"3603 Golden Gem Rd, Apopka, FL 32712, USA",Apopka,null
Sebastian Animal and Bird Hospital,http://www.sebastiananimalhospital.com/,(772) 589-6553,"948 U.S. Rte 1, Sebastian, FL 32958, USA",Sebastian,null
Select Physical Therapy - East Lake Road,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/palm-harbor/east-lake-road/?ty=xt,(727) 786-1996,"3488 E Lake Rd S Suite 302, Palm Harbor, FL 34685, USA",Palm Harbor,null
Semper Fi Service Dogs,http://www.semperfiservicedogs.org/,(561) 255-4900,"12650 Orange Blvd, West Palm Beach, FL 33412, USA",West Palm Beach,null
Serendipity Pinellas,http://www.serendipitypinellas.com/,null,"6200 90th Ave N, Pinellas Park, FL 33782, USA",Pinellas Park,null
Serenity Show Stables,http://miamishowjumping.com/,(786) 657-6657,"14000 SW 192nd St, Miami, FL 33177, USA",Miami,null
Serenity Therapeutic Counseling Place,null,(904) 423-4716,"10852 Lem Turner Rd, Jacksonville, FL 32218, USA",Jacksonville,null
Serine Stables,https://horseadventuresofswfl.com/,(239) 297-2175,"18621 Slater Rd, North Fort Myers, FL 33917, USA",North Fort Myers,null
service dogs 4 service men,http://www.servicedogs4servicemen.org/contact/,(954) 243-7189,"308 SW 16th St, Fort Lauderdale, FL 33315, USA",Fort Lauderdale,null
Service Dogs For Patriots,http://www.servicedogsforpatriots.org/,(352) 505-3056,"4131 NW 13th St #104, Gainesville, FL 32609, USA",Gainesville,null
SFR PHYSICAL THERAPY SOUTH MIAMI,http://www.southfloridacenters.com/,(305) 905-4188,"6812 SW 81st St, Miami, FL 33143, USA",Miami,null
Sheehan Homestead,https://sheehanhomestead.com/,(914) 263-1311,"44065 Cushman Rd, Callahan, FL 32011, USA",Callahan,null
Side-Pass Stables LLC,https://www.facebook.com/profile.php?id=100095139165469&mibextid=LQQJ4d,(727) 289-3840,"7585 78th Ave N, Pinellas Park, FL 33781, USA",Pinellas Park,null
Silverthorn Animal Clinic,http://silverthornvet.com/,(352) 345-4830,"14263 Powell Rd, Spring Hill, FL 34609, USA",Spring Hill,null
Simpson Equestrian,null,(727) 488-2693,"10875 60th St, Pinellas Park, FL 33782, USA",Pinellas Park,null
Sit Means Sit Dog Training Ocoee/Winter Garden,https://sitmeanssit.com/dog-training-mu/ocoee-dog-training/?utm_source=google&utm_medium=gbp_listing&utm_campaign=started_5_2024,(407) 900-7297,"215 N Clarke Rd, Ocoee, FL 34761, USA",Ocoee,null
Sit Means Sit Dog Training Orlando,https://sitmeanssit.com/dog-training-mu/orlando-dog-training/?utm_source=google&utm_medium=gmb_listing&utm_campaign=started_10_14_2019,(407) 900-7297,"280 Hunt Park Cove suite 1090, Longwood, FL 32750, USA",Longwood,null
Sit Means Sit Dog Training St. Petersburg,https://sitmeanssitstpete.com/?utm_source=google&utm_medium=gmb&utm_campaign=google_listing,(727) 537-9721,"3551 42nd Ave S Suite B 105, St. Petersburg, FL 33711, USA",St. Petersburg,null
