ProviderName,Website_final,Crawl_Status,Pages_Crawled,Matched_Categories,HomeAccess,RespiteCare,ABA,OT,PT,Speech,LifeSkills,Employment,Residential,HomeAccess_Excerpt,RespiteCare_Excerpt,ABA_Excerpt,OT_Excerpt,PT_Excerpt,Speech_Excerpt,LifeSkills_Excerpt,Employment_Excerpt,Residential_Excerpt,Domain,Address1,City,State,Zip,phone
Linda Ray Intervention Center,https://www.lindaraycenter.miami.edu/,Success,https://www.lindaraycenter.miami.edu/;https://camnercenter.miami.edu/disability-services/index.html;https://www.lindaraycenter.miami.edu/summer-programs/index.html;https://camnercenter.miami.edu/disability-services/request-services/index.html;https://www.lindaraycenter.miami.edu/early-intervention/related-services/index.html,"OT,Speech,LifeSkills",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,,"i practitioners provide onsite services that include Speech & Language Therapy, Occupational Therapy, and Infant Mental Health Therapy. Featured Links Speech & Language Therapy Sp",,"ividual child. The Individual Family Support Plan (IFSP) team, which includes a Speech Language Pathologist, determines the type, frequency, duration, and appropriate service ","ional Therapy Occupational therapists address various performance areas such as activities of daily living, muscle tone/strengthening, coordination, fine motor skills, sensory processing",,,lindaraycenter.miami.edu,750 NW 15th St,Miami,FL,33136,(305) 243-0066
"Kidscare Therapy Center, Inc.",http://kidscaretherapycenterinc.net/,Success,http://kidscaretherapycenterinc.net/;http://kidscaretherapycenterinc.net/applied-behavior-analysis-aba-therapy-miami-fl.html;http://kidscaretherapycenterinc.net/pediatric-speech-language-therapy-miami-fl.html;http://kidscaretherapycenterinc.net/pediatric-occupational-therapy-miami-fl.html;http://kidscaretherapycenterinc.net/pediatric-physical-therapy-miami-fl.html,"ABA,OT,PT,Speech,LifeSkills",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,ida Toggle navigation Home About Us Therapy Services Applied Behavior Analysis (ABA) Therapy Pediatric Speech-Language Therapy Pediatric Occupational Therapy Pedia,ied Behavior Analysis (ABA) Therapy Pediatric Speech-Language Therapy Pediatric Occupational Therapy Pediatric Physical Therapy TheraSuit® Method Gallery Contact Us New Patients K,rapy Pediatric Speech-Language Therapy Pediatric Occupational Therapy Pediatric Physical Therapy TheraSuit® Method Gallery Contact Us New Patients KidsCare Therapy Center Miam,"d Behavior Analysis (ABA) therapy services in Miami, Florida ? Look no further. Speech Therapy Our licensed Speech-Language Pathologists offer the latest evidence-based trea","herapists. We're passionate about helping children and adults develop essential life skills and reach their full potential. Tailored Programs Every individual is unique, a",,,kidscaretherapycenterinc.net,1140 W 50th St,Hialeah,FL,33012,(305) 231-3371
Principles of Learning INC,http://www.principlesoflearninginc.com/,Success,http://www.principlesoflearninginc.com/;https://www.principlesoflearninginc.com;http://www.principlesoflearninginc.com/#content;https://www.principlesoflearninginc.com/;https://www.principlesoflearninginc.com/about/,"HomeAccess,ABA",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Principles of Learning INC. – In Home ABA Services Skip to content Menu Contact Us WELCOME PRINCIPLES OF LEARNING In ,,Principles of Learning INC. – In Home ABA Services Skip to content Menu Contact Us WELCOME PRINCIPLES OF LEARNING In home,,,,,,,principlesoflearninginc.com,6361 Presidential Ct,Fort Myers,FL,33919,(305) 204-3260
Ocean Psychology Group,https://www.oceanpsychologygroup.com/,Success,https://www.oceanpsychologygroup.com/;https://www.oceanpsychologygroup.com/services;https://www.oceanpsychologygroup.com/grouptherapy;https://www.oceanpsychologygroup.com/services/grouprules;https://www.oceanpsychologygroup.com/individualtherapy,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"nce-based approaches, including: Cognitive Behavioral Therapy (CBT) Dialectical Behavior Therapy (DBT) Eye Movement Desensitization and Reprocessing (EMDR) Trauma-Focused Cogn",,,,,,,oceanpsychologygroup.com,3735 SW 8th St #201,Coral Gables,FL,33134,(305) 200-3921
ASM Therapy,https://asmtherapy.com/,Success,https://asmtherapy.com/;https://www.asmtherapy.com;https://www.asmtherapy.com/careers;http://www.asmtherapy.com/blog,"HomeAccess,ABA,LifeSkills",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ul progress. BENEFITS Why Choose Us? Availability We offer flexible scheduling, in-home and in-clinic ABA therapy, and ongoing support to meet your child’s needs. Effi",,"i Lakes, FL, USA top of page Helping Your Child Reach Their Full Potential with ABA Therapy Evidence-Based Interventions for Meaningful and Lasting Behavioral Impr",,,,"ild’s needs. Efficiency Measurable progress, helping children develop essential life skills effectively. Trust With experienced, certified therapists and a family-centered",,,asmtherapy.com,6175 NW 153rd St,Miami Lakes,FL,33014,(305) 200-3326
Thrive Therapy,https://www.thrive-therapy.org/locations/fort-myers-fl/,Success (no matches),https://www.thrive-therapy.org/locations/fort-myers-fl/;https://www.thrive-therapy.org/services/family-therapy/;https://www.thrive-therapy.org/services/couples-therapy/;https://www.thrive-therapy.org/services/safe-and-sound-protocol/;https://www.thrive-therapy.org/services/,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,thrive-therapy.org,2734 Oak Ridge Ct #404,Fort Myers,FL,33901,(239) 963-4367
"Stepping Stone Kids Therapy, LLC",https://sskidstherapy.com/,Success,https://sskidstherapy.com/;https://sskidstherapy.com/services/;https://sskidstherapy.com/occupational-therapy/;https://sskidstherapy.com/speech-therapy/;https://sskidstherapy.com/jobs/,"ABA,OT,Speech,LifeSkills",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,,,"havior Analysis As defined by Baer, Wolf, & Risley, “Applied Behavior Analysis (ABA) is the process of systematically applying interventions based upon the princip",ne Kids Therapy Applied behavior analysis More Info Stepping Stone Kids Therapy Occupational Therapy More Info Stepping Stone Kids Therapy Speech Therapy More Info Applied Behavio,,"g Stone Kids Therapy Occupational Therapy More Info Stepping Stone Kids Therapy Speech Therapy More Info Applied Behavior Analysis As defined by Baer, Wolf, & Risley, “Appli",s Applied Behaviour Analyst (ABA) Occupational Therapy (OT) Speech Therapy (ST) Daily Living Skills Social Skills/Play Skills Parent Training School/Community Sessions 1:1 Session,,,sskidstherapy.com,1342 SE 46th Ln,Cape Coral,FL,33904,(239) 961-3032
Avard Law Offices,https://avardlaw.com/,Success (no matches),https://avardlaw.com/;https://avardlaw.com/motorcycle-accident-attorneys/;https://avardlaw.com/employment/;https://avardlaw.com/service-areas/;https://avardlaw.com/legal-notices/,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,avardlaw.com,875 SE 47th Terrace,Cape Coral,FL,33904,(239) 945-0808
Children’s Advocacy Center of Southwest Florida,http://www.cac-swfl.org/,Success (no matches),http://www.cac-swfl.org/;https://www.cac-swfl.org/cpt-medical-services/;https://www.cac-swfl.org/our-services/;https://www.cac-swfl.org/prevention-services/;https://www.cac-swfl.org/wink-therapy-dog-program-launches-new-initiative-to-respond-during-tragedies/,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,cac-swfl.org,3830 Evans Ave,Fort Myers,FL,33901,(239) 939-2808
Thrive Academy,https://www.thriveacademyfl.org/,Success,https://www.thriveacademyfl.org/;https://www.thriveacademyfl.org;https://www.thriveacademyfl.org/#ajax-content-wrap;https://www.thriveacademyfl.org/#sidewidgetarea;https://www.thriveacademyfl.org/application/,LifeSkills,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,"ds-based instruction where students will focus on academics, safety, social and life skills. Academics will focus on English Language Arts, Mathematics, Social Studies, an",,,thriveacademyfl.org,3301 Chiquita Blvd S,Cape Coral,FL,33914,(239) 910-0712
"Positive Progress - Counseling & Coaching, PLLC",https://capecoralcounselor.com/?utm_source=google_business_profile&utm_medium=gbp_website_link,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,capecoralcounselor.com,1222 SE 47th St #217,Cape Coral,FL,33904,(239) 829-5480
Blooming Behavior Therapy LLC | ABA Clinic,http://www.bloomingbehaviortherapy.com/,Success,http://www.bloomingbehaviortherapy.com/;https://www.bloomingbehaviortherapy.com/services-1;https://www.bloomingbehaviortherapy.com;https://www.bloomingbehaviortherapy.com/about-5;https://www.bloomingbehaviortherapy.com/team-1,"HomeAccess,ABA",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"tly preferred activities. In addition, we also look to target other functional, home-based skills such as self-help, feeding, social skills and much more. bottom of page ",,"HOURS Here When You Need Us Monday - Friday 8:00am - 5:00pm Welcome to Blooming ABA Therapy Services in the Southwest, Florida area ABA Therapy Based on Science an",,,,,,,bloomingbehaviortherapy.com,43 Barkley Cir #101,Fort Myers,FL,33907,(239) 800-9289
Bright Future with ABA,https://brightfaba.com/,Success,https://brightfaba.com/;https://brightfaba.com/our-process;https://brightfaba.com/inicio;https://brightfaba.com/nuestro-proceso;https://brightfaba.com/#5d0c6775-906d-4a8a-8b07-de74c62e2221,"HomeAccess,ABA,LifeSkills",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE, a bright and successful future. Our Services HOME BASE SCHOOL BASE SCHOOL BASE Home-based ABA (Applied Behavior Analysis) intervention provides therapy in your child's n,,"ldren with Autism to reach their potential. Learn More About Bright Future with ABA Our Mission At Bright Future with ABA LLC, our mission is to empower children w",,,," effectively and understand others, whether through verbal or non-verbal means. Life Skills Communication Skills ABA therapy helps your child develop essential life skills",,,brightfaba.com,3677 Central Ave H,Fort Myers,FL,33901,(239) 789-1721
Crystal Angels Behavior Center Inc,http://crystalangelsbehavior.com/,Success,http://crystalangelsbehavior.com/;http://crystalangelsbehavior.com/our-services/;http://crystalangelsbehavior.com/what-is-aba/;http://crystalangelsbehavior.com/#content;http://crystalangelsbehavior.com/mission/,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,ty. We are more than happy to guide you through our process personally. What is ABA? – CRYSTAL ANGELS BEHAVIOR CENTER . INC Skip to content what is ABA Applied Beh,,,,,,,crystalangelsbehavior.com,4831 Coronado Pkwy,Cape Coral,FL,33904,(239) 788-4686
Tukkos Therapy Center Inc.,https://www.tukkosabatherapy.com/about_us,Success,https://www.tukkosabatherapy.com/about_us;https://www.tukkosabatherapy.com/services;https://www.tukkosabatherapy.com;https://www.tukkosabatherapy.com/about-us;https://www.tukkosabatherapy.com/gallery,"HomeAccess,ABA,OT,LifeSkills",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"A services in a variety of settings to best support each client’s unique needs: In-Home Therapy provided in the comfort of your home, offering a familiar environment t",,g we do at Tukkos Therapy Center. bottom of page Services | My Site top of page ABA THERAPY Welcome to Tukkos Therapy Center! We are committed to helping individua,py ​ We proudly partner with experienced providers to bring in-house speech and occupational therapy services to children in need. Here’s what we offer: ​ Comprehensive Assessment,,,"to support children, teens, and young adults in improving social, academic, and daily living skills, as well as in addressing challenging behaviors. Our ABA therapists are trained",,,tukkosabatherapy.com,1425 Viscaya Pkwy #204,Cape Coral,FL,33990,(239) 422-6031
GiGi's Playhouse Tampa Down Syndrome Achievement Center,https://gigisplayhouse.org/fortmyers/,Success,https://gigisplayhouse.org/fortmyers/;https://gigisplayhouse.org/fortmyers/programs/;https://gigisplayhouse.org/fortmyers/programs-overview/;https://gigisplayhouse.org/fortmyers/amina-grace-speech-and-language-program/;https://gigisplayhouse.org/fortmyers/aim-high-for-acceptance-clay-shoot/,"PT,Speech",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,"regivers. The fact that we are adding movement is a bonuswith a focus on sneaky physical therapy to improve joint stability, strength, endurance, balance and coordination. We ","rt Explosion, Fantastic Friends, 1:1 Math and Literacy Tutoring and Amina Grace Speech Therapy. View sessions What we offer GiGi's Playhouse offers FREE therapeutic, educati",,,,gigisplayhouse.org,3611 W Hillsborough Ave #200,Tampa,FL,33614,(813) 544-8000
"The Back Door Counseling, LLC",http://www.thebackdoorcounseling.com/,Success,http://www.thebackdoorcounseling.com/;http://www.thebackdoorcounseling.com/services;http://www.thebackdoorcounseling.com/rates;http://www.thebackdoorcounseling.com/personal;http://www.thebackdoorcounseling.com/contact,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"nclude, but are not limited to: Talk Therapy Hypnotherapy Art Therapy Cognitive Behavior Therapy (CBT) Eye Movement Desensitization (EMDR) Rational Emotive Behavior Therapy (R",,,,,,,thebackdoorcounseling.com,1639 Cape Coral Pkwy E,Cape Coral,FL,33904,(239) 699-8622
Worth Advocacy,https://worthadvocacy.com/contact-us/,Success,https://worthadvocacy.com/contact-us/;https://worthadvocacy.com/what-we-do-2/;https://worthadvocacy.com/motivation/my-motivation-for-advocacy/;https://worthadvocacy.com/;https://worthadvocacy.com/about/,"OT,Employment",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,, (1) challenges (1) developmental disabilities (1) Echolalia (1) Motivation (1) Occupational Therapy (1) parenting (1) Worth Advocacy | Providing guidance and instruction to famil,,,," 2012-2013, she took the lead in a 4 person team in drafting and developing the Vocational Training Center for Goodwill Industries of Southwest Florida. Sandra provides a unique p",,worthadvocacy.com,7181 College Pkwy,Fort Myers,FL,33907,(239) 691-3517
"Florida Autism Center Tallahassee, a division of BlueSprig",https://www.bluesprigautism.com/centers/florida/florida-autism-center-fort-myers/?utm_source=google&utm_medium=organic&utm_campaign=gbp,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,bluesprigautism.com,2305 Glenwood Dr,Winter Park,FL,32792,(407) 743-0312
"Positive Behavior Services, Inc.- Autism Therapy",https://positivebehaviorservices.com/,Success,https://positivebehaviorservices.com/;https://positivebehaviorservices.com/therapy-for-autism/aba-therapy-treatment-for-autism/;https://positivebehaviorservices.com/aba-therapy;https://positivebehaviorservices.com/aba-therapy/;https://positivebehaviorservices.com/positive-behavior-services-about-us/,"HomeAccess,ABA,LifeSkills,Residential",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Autism Therapy FL & GA | Positive Behavior Services Expert In-Home ABA Therapy Services ABA Therapy in Florida and Georgia Our mission is to enric,,Autism Therapy FL & GA | Positive Behavior Services Expert In-Home ABA Therapy Services ABA Therapy in Florida and Georgia Our mission is to enrich th,,,,isition Behavior Reduction Strategies Developing Social Skills Developing Daily Life Skills School Consultation Services Autism Help for Parents Family Resource Navigator ,,"nd trained caregivers in different settings such as adult day training centers, group homes, foster homes, schools, individual homes and on-site. The last year Maria has ",positivebehaviorservices.com,8359 Beacon Blvd,Fort Myers,FL,33907,(239) 676-3462
Elite DNA Behavioral Health Therapy & Psychiatry Clinic - Jacksonville,https://elitedna.com/locations/cape-coral/?utm_source=gmb&utm_medium=organic&utm_campaign=cape-coral&utm_content=main-link,Success,https://elitedna.com/locations/cape-coral/?utm_source=gmb&utm_medium=organic&utm_campaign=cape-coral&utm_content=main-link;https://elitedna.com/services/psychotherapy/;https://elitedna.com/services/occupational-therapy/;https://elitedna.com/services/speech-language-therapy/;https://elitedna.com/services/trauma-therapy/,"ABA,OT,Speech",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,"ew Naples Therapy & Psychiatry Clinic Fort Myers Occupational Therapy, Speech & ABA Clinic View Fort Myers Occupational Therapy, Speech & ABA Clinic Estero Therapy","r talk therapy for children ages 6+. For younger children, select offices offer occupational therapy, as well as play and expressive arts activities with parent training/support. ",,"rs Occupational Therapy, Speech & ABA Clinic Telehealth View Telehealth What is Speech Therapy? Speech Therapy is the assessment and treatment of communication challenges an",,,,elitedna.com,2055 Reyko Rd,Jacksonville,FL,32207,(904) 648-8200
Present Mind LLC,http://presentmindllc.com/,Success,http://presentmindllc.com/;https://presentmindllc.com/;https://presentmindllc.com/about/;https://presentmindllc.com/resources/;https://presentmindllc.com/contact/,"ABA,LifeSkills",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,"for children struggling with attention and behavior challenges, and dialectical behavior therapy (DBT). We help to create a treatment plan with research-based approaches to be",,,,m a licensed Marriage and Family Therapist. I I started my career in 2009 at an independent living nonprofit organization in Minneapolis. I created my own Veterans Mentor program,,,presentmindllc.com,15050 Elderberry Ln,Fort Myers,FL,33907,(239) 610-1552
"Confident Minds LLC, ABA Therapy",http://confidentmindsllc.com/,Success,http://confidentmindsllc.com/;http://confidentmindsllc.com/services;http://confidentmindsllc.com/about-us;http://confidentmindsllc.com/contact-us;http://confidentmindsllc.com/privacy-policies,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,arted on the path to a great behavioral health! Learn more Were you referred to ABA therapy? We are here to help and guide you through the whole process. Confident,,,,,,,confidentmindsllc.com,2804 Del Prado Blvd S # 209,Cape Coral,FL,33904,(239) 599-8182
Sports Specialty and Rehab,http://www.sportsspecialty.com/,Failed (empty/JS-only),,,,,,,,,,,,,,,,,,,,,sportsspecialty.com,2328 Hancock Bridge Pkwy #103,Cape Coral,FL,33990,(239) 574-7557
Cape Coral Therapists,http://www.capecoraltherapists.com/,Success (no matches),http://www.capecoraltherapists.com/,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,capecoraltherapists.com,290 Nicholas Pkwy NW #2,Cape Coral,FL,33991,(239) 565-6921
SPOT Therapy Associates,http://www.spottherapyassociates.com/,Success,http://www.spottherapyassociates.com/;http://www.spottherapyassociates.com/services.html;http://www.spottherapyassociates.com/speech-therapy.html;http://www.spottherapyassociates.com/physical-therapy.html;http://www.spottherapyassociates.com/occupational-therapy.html,"ABA,OT,PT,Speech,LifeSkills",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,"re Program and Oral Technique, Greenspan Floor Time, Brain Gym, Verbal Behavior ABA, Building Blocks to Sensory Integration, The SOS Approach to Feeding, Astronaut",T Therapy Associates - Home Home About Services Speech Therapy Physical Therapy Occupational Therapy Feeding Therapy Animal Therapy New Patients Our Clinic Recent News and Events ,SPOT Therapy Associates - Home Home About Services Speech Therapy Physical Therapy Occupational Therapy Feeding Therapy Animal Therapy New Patients Our Clinic Re,SPOT Therapy Associates - Home Home About Services Speech Therapy Physical Therapy Occupational Therapy Feeding Therapy Animal Therapy New Patie,"n has worked in schools, center site schools, hospitals, non-profit agencies, rehabilitation centers, clinics, and private practices. Shannon is a feeding therapist that ha",,,spottherapyassociates.com,14410 Metropolis Ave,Fort Myers,FL,33912,(239) 561-2778
Cape Speech Therapy LLC,http://www.capespeechtherapy.com/,Success,http://www.capespeechtherapy.com/;http://www.capespeechtherapy.com/index.php;http://www.capespeechtherapy.com/about.php;http://www.capespeechtherapy.com/disorders.php;http://www.capespeechtherapy.com/fees.php,"HomeAccess,Speech,LifeSkills",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,creening Speech-Language-Hearing Screen $25 Please note the additional fees for in-home services: Evaluations & Therapy +$25 Revised 12/2020 ©2025 Cape Speech Therapy.,,,,,"Cape Speech Therapy 2804 Del Prado Blvd. Unit 109 Cape Coral, FL 33904 239-540-TALK (8255) • EMAIL","hools, pre-schools, hospitals, out-patient settings, nursing homes, and adult rehabilitation facilities. Cindy currently works with the School District of Lee County as the",,,capespeechtherapy.com,2804 Del Prado Blvd S #109,Cape Coral,FL,33904,(239) 540-8255
Therapy Treatment Team,https://www.therapytreatmentteam.com/,Success,https://www.therapytreatmentteam.com/;https://www.therapytreatmentteam.com/teletherapy/;https://www.therapytreatmentteam.com/treatments/;https://www.therapytreatmentteam.com;https://www.therapytreatmentteam.com/#content,ABA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,apy Cognitive Behavioral Therapy Cognitive Processing Therapy (CPT) Dialectical Behavior Therapy Motivational Interviewing Therapy Prolonged Exposure Therapy Exposure Therapy ,,,,,,,therapytreatmentteam.com,12811 Kenwood Ln #213,Fort Myers,FL,33907,(239) 537-9646
Gulfshore Behavioral Health,https://www.gulfshorebh.com/,Success,https://www.gulfshorebh.com/;https://gulfshorebh.com/therapy;https://gulfshorebh.com/group-therapy;https://gulfshorebh.com/adoption-evaluations;https://gulfshorebh.com/employment,"ABA,LifeSkills",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,ild-Centered Play Therapy (CCPT) Cognitive Processing Therapy (CPT) Dialectical Behavior Therapy (DBT) Behavior Modification Therapy Eye Movement Desensitization and Reprocess,,,,"ioning, anger management, parenting support, self-esteem building, mindfulness, life skills, socialization, and behavioral modification. Groups are based on evidence-based",,,gulfshorebh.com,1555 Matthew Dr,Fort Myers,FL,33907,(239) 533-9860
"NeuroRise Behavioral Center, LLC | ABA therapy",https://www.neurorisebehavioral.com/,Success,https://www.neurorisebehavioral.com/;https://www.neurorisebehavioral.com/services;https://www.neurorisebehavioral.com/cart;https://www.neurorisebehavioral.com/#page;https://www.neurorisebehavioral.com/about,"ABA,LifeSkills",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,NeuroRise Behavioral Therapy LLC | ABA therapy 0 Welcome to NeuroRise Behavioral Center NeuroRise Behavioral Center is,,,,"g ABA session we can focus on increasing communication, social interaction, and daily living skills, while reducing behaviors that may interfere with learning or overall quality o",,,neurorisebehavioral.com,2256 First St Suite #130,Fort Myers,FL,33901,(239) 507-1786
"Melissa A. Lewis, CHT",http://www.ocfla.net/,Success,http://www.ocfla.net/;https://www.ocfla.net/services/onero-treatment-program/;https://www.ocfla.net/services/physical-therapy/;https://www.ocfla.net/services/massage-therapy/;https://www.ocfla.net/services/iv-therapy/,"PT,LifeSkills",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,ase call to schedule an appointment for our Health & Wellness Services Call Now Physical Therapy - Orthopedic Center of Florida Rehabilitation Services Orthopedic Center Of Fl,, & Wellness Services Call Now Physical Therapy - Orthopedic Center of Florida Rehabilitation Services Orthopedic Center Of Florida Services Home 9 Services 9 Physical Thera,,,ocfla.net,12670 Creekside Ln #202,Fort Myers,FL,33919,(239) 482-2663
Homegrown Therapy SWFL,https://www.homegrowntherapyswfl.com/,Success,https://www.homegrowntherapyswfl.com/;https://www.homegrowntherapyswfl.com/services;https://www.homegrowntherapyswfl.com/our-team;https://www.homegrowntherapyswfl.com/contact-us;https://www.homegrowntherapyswfl.com/homegrown-intensives,"HomeAccess,OT,PT,Speech,LifeSkills",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,herapy brings a unique approach to therapy. Our therapists have experience with in-home therapy and coaching the family as a whole. If your child can carry over and ge,,,"c in Cape Coral. If you feel that your child can benefit from Physical Therapy, Occupational Therapy, or Speech Therapy please contact us today! Copyright © 2025 Homegrown Therapy",Pediatric Physical Therapy Services in SWFL Now Offering Speech Therapy!! Building the foundation togethe,Pediatric Physical Therapy Services in SWFL Now Offering Speech Therapy!! Building the foundation together for your child's future. Building the found,"s. This experience ignited his commitment to helping children develop essential life skills, improve independence, and reach their fullest potential. He brings a compassio",,,homegrowntherapyswfl.com,1510 Hancock Bridge Pkwy,Cape Coral,FL,33990,(727) 205-4490
"Lifescape Integrative Therapy, LLC",http://lifescapecounselingservices.com/,Success (no matches),http://lifescapecounselingservices.com/;http://lifescapecounselingservices.com/online-services;http://lifescapecounselingservices.com/gottman-couples-counseling;http://lifescapecounselingservices.com/inner-child-therapy;http://lifescapecounselingservices.com/dr-charity-ann-godfrey-lmhcqs15667,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,lifescapecounselingservices.com,6315 Presidential Ct # 110,Fort Myers,FL,33919,(239) 478-6817
MD Now Urgent Care - North Cape Coral,https://www.mymdnow.com/locations/sarasota/north-cape-coral?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,Success (no matches),https://www.mymdnow.com/locations/sarasota/north-cape-coral?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing;https://www.mymdnow.com/specialties/physical-exams/dot-physicals;https://www.mymdnow.com/locations/sarasota;https://www.mymdnow.com/specialties/occupational-medicine;https://www.mymdnow.com/specialties/physical-exams,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,mymdnow.com,313 SW Pine Island Rd,Cape Coral,FL,33991,(239) 458-6755
Champions Club Special Needs Ministry,https://championsclub.org/location/city-first-church/,Success (no matches),https://championsclub.org/location/city-first-church/;https://championsclub.org/tag/adoption/;https://championsclub.org/tag/special-needs-program/;https://championsclub.org;https://championsclub.org/,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,championsclub.org,121 Del Prado Blvd S,Cape Coral,FL,33990,(239) 458-0813
I-BOS Counseling Center,http://www.iboscounseling.com/,Success,http://www.iboscounseling.com/;http://www.iboscounseling.com/index.php/childrens-therapy/;http://www.iboscounseling.com/index.php/who-are-we/;http://www.iboscounseling.com/index.php/transgender/;http://www.iboscounseling.com/index.php/intake-forms/,"HomeAccess,ABA,LifeSkills",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE," work include: residential setting, crisis stabilization units, school setting, in-home setting, inpatient settings. She works with different age groups from individua",, work with you in the present moment using mindfulness techniques and cognitive behavior therapy as well as other therapy techniques and to help you manage your stressors. Mic,,,,"y of North Carolina at Chapel Hill in 2011 with a Master of Science degree in Rehabilitation Counseling and Psychology. Kira provides counseling services to children, adole",,,iboscounseling.com,2503 410 Del Prado Blvd S S Suite,Cape Coral,FL,33904,(239) 443-6385
"Ronald McDonald House Charities of Southwest Florida, Inc.",https://www.rmhcswfl.org/,Success (no matches),https://www.rmhcswfl.org/;https://rmhcswfl.org/what-we-do/;https://rmhcswfl.org/positive-notes/;https://rmhcswfl.org/;https://rmhcswfl.org/who-we-are/,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,rmhcswfl.org,16100 Roserush Ct,Fort Myers,FL,33908,(239) 437-0202
Tukkos Therapy Center Inc.,https://www.tukkosabatherapy.com/,Success,https://www.tukkosabatherapy.com/;https://www.tukkosabatherapy.com/services;https://www.tukkosabatherapy.com;https://www.tukkosabatherapy.com/about-us;https://www.tukkosabatherapy.com/gallery,"HomeAccess,ABA,OT,LifeSkills",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"A services in a variety of settings to best support each client’s unique needs: In-Home Therapy provided in the comfort of your home, offering a familiar environment t",,-owned business. We are devoted in improving your child well being by providing ABA (Applied Behavioral Therapy). Read more Services ABA (Applied Behavioral Therap,py ​ We proudly partner with experienced providers to bring in-house speech and occupational therapy services to children in need. Here’s what we offer: ​ Comprehensive Assessment,,,"to support children, teens, and young adults in improving social, academic, and daily living skills, as well as in addressing challenging behaviors. Our ABA therapists are trained",,,tukkosabatherapy.com,1425 Viscaya Pkwy #204,Cape Coral,FL,33990,(239) 422-6031
