provider_name,phone,city,state,website,has_valid_website,pages_crawled,aba_found,aba_pages,autism_found,autism_pages,pediatric_speech_found,pediatric_ot_found,pediatric_pt_found,therapy_pages,recommendation,notes
"SOS Counseling Center, Inc",(954) 323-4827,Tamarac,FL,https://www.soscounselingcenter.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
"Susan Truett, LMHC",(863) 660-6556,Lakeland,FL,http://www.relationshipbuilders-lakeland.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
"integrity therapy services, llc login",(863) 617-9400,Lakeland,FL,http://integritytherapy.info/contactus.aspx,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
"EMDR, Trauma & Couples Therapy Intensive in South Florida & South Carolina-Renew Your Mind Counseling-Roxana Carmenate, LCSW",(754) 223-9949,Pembroke Pines,FL,https://www.renewyourmindcounseling.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Thriveworks Counseling & Psychiatry Tallahassee,(850) 749-2313,Tallahassee,FL,https://thriveworks.com/tallahassee-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
"Melissa A. Lewis, CHT",(239) 482-2663,Fort Myers,FL,http://www.ocfla.net/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Hope Broker Williams Family Therapy,(863) 624-5818,Lakeland,FL,http://hope4youtherapy.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Dandelion Behavioral Health - Fort Myers,(941) 780-4268,Fort Myers,FL,https://dandelionbehavioral.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Williamsburg Therapy Group Miami,(786) 889-4333,Coconut Grove,FL,https://www.williamsburgtherapygroup.com/miami-fl,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Presbyterian Counseling Center,(386) 258-1618,Ormond Beach,FL,https://presbyteriancounseling.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
The Russell Home for Atypical Children,(407) 855-8063,Orlando,FL,https://www.russellhome.org/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
True Counseling,(772) 446-0906,Port St. Lucie,FL,http://truecounseling.net/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Meadowbrook Psychiatric & Counseling Centre,(863) 709-8543,Lakeland,FL,https://meadowbrookcentre.org/,TRUE,5,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 5 pages - no ABA, autism, or pediatric therapy found"
Wolfson Children's Rehabilitation - Drew Bradbury Center,(904) 346-0394,Jacksonville,FL,https://www.wolfsonchildrens.com/services/rehabilitation,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
Brighter Day Psychological Services,(407) 337-3160,Orlando,FL,https://www.brighterdaypsych.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Learning Curve Counseling,(352) 559-9878,Gainesville,FL,http://www.learningcurvecounseling.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Hope Counseling Centers,(863) 709-8110,Lakeland,FL,https://hopecounselingeap.com/?y_source=1_MzA2MTE0OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Cue Counseling Center,(863) 937-3943,Lakeland,FL,http://cuecounseling.com/,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
YMCA of the Suncoast Association Office,(727) 467-9622,Clearwater,FL,http://www.ymcasuncoast.org/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
"The Sabol Center, LLC",(863) 398-9624,Lakeland,FL,http://sabolcenter.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Achieve Wellness Group,(352) 515-6914,Spring Hill,FL,http://achievewellnessgroup.net/,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
North Florida Spine and Wellness,(850) 877-6790,Tallahassee,FL,http://www.healthytallahassee.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
"Dr. George Zaky, Psy.D., LMHC, LLC",(772) 249-2593,Port St. Lucie,FL,http://www.expertpsychologicalassociates.com/,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
Creative Friends Therapy LLC,(786) 340-8632,Pembroke Pines,FL,https://instagram.com/creative_friends_therapy,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
Joyful Music Therapy,(407) 489-1783,Orlando,FL,http://www.joyfulmusictherapy.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Breakthrough Trauma Therapy,(561) 247-5550,Port St. Lucie,FL,http://www.breakthroughtraumatherapy.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
"Katherine Schulz, OT",(239) 334-7000,Fort Myers,FL,http://www.osswf.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Holy Cross Rehabilitation- Pediatric Therapy,(954) 542-2840,Oakland Park,FL,http://www.holy-cross.com/PedsTherapy,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
Present Mind LLC,(239) 610-1552,Fort Myers,FL,http://presentmindllc.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Legacy Behavioral Health Center - Port St. Lucie,(772) 873-8811,Port St. Lucie,FL,https://legacybhc.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
"Southwest Florida Sports Counseling, LLC",(941) 677-8002,Cape Coral,FL,https://swfltherapy.com/,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
All Family Behavioral Health,(352) 600-8822,Brooksville,FL,http://www.allfamilybehavioralhealth.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
A Better Tomorrow Counseling,(772) 353-2485,Port St. Lucie,FL,https://www.abettertomorrowcounseling.net/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Comprehensive Assessment Center,(305) 779-8565,Miami Lakes,FL,http://comprehensive-assessment.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
"USF Health Department of Pediatrics, Early Steps Program",(813) 821-8700,Lakeland,FL,https://health.usf.edu/care?utm_source=google&utm_medium=organic&utm_campaign=maps,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Cornerstone Special Education Alliance,(904) 570-9776,Jacksonville,FL,http://www.cornerstonesea.com/home,TRUE,4,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 4 pages - no ABA, autism, or pediatric therapy found"
"KINTI COUNSELING, LLC",(813) 714-7944,Lakeland,FL,https://daniela-suarez-ms.clientsecure.me/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
Papillon Health and Wellness Psychotherapy,(863) 697-6228,Port St. Lucie,FL,https://papillonhealthandwellness.com/,TRUE,1,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 1 pages - no ABA, autism, or pediatric therapy found"
FDLRS/Island Coast,(239) 337-8363,Fort Myers,FL,https://islandcoast.fdlrs.org/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
An Awakened Heart,(727) 692-7364,Tampa,FL,http://www.therapiststampa.com/,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
Atala Counseling,(863) 450-3626,Lakeland,FL,https://atalacounseling.com/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
The Able Trust,(850) 224-4493,Tallahassee,FL,http://www.abletrust.org/,TRUE,3,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 3 pages - no ABA, autism, or pediatric therapy found"
Speech Pathologist Tampabay,(813) 245-2050,TAMPA,FL,https://www.speechpathologytampabay.com/,TRUE,10,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 10 pages - no ABA, autism, or pediatric therapy found"
Canine Cabana,(813) 672-9663,RIVERVIEW,FL,https://caninecabana.biz/?utm_source=GoogleMyBusiness&utm_medium=organic&utm_campaign=gmb_visits,TRUE,2,FALSE,,FALSE,,FALSE,FALSE,FALSE,,FLAG_FOR_REMOVAL,"Crawled 2 pages - no ABA, autism, or pediatric therapy found"
